SN,TIMESTAMP,PACKAGE_SIZE,MAX_VALUE,MIN_VALUE,MAT_0,MAT_1,MAT_2,MAT_3,MAT_4,MAT_5,MAT_6,MAT_7,MAT_8,MAT_9,MAT_10,MAT_11,MAT_12,MAT_13,MAT_14,MAT_15,MAT_16,MAT_17,MAT_18,MAT_19,MAT_20,MAT_21,MAT_22,MAT_23,MAT_24,MAT_25,MAT_26,MAT_27,MAT_28,MAT_29,MAT_30,MAT_31,MAT_32,MAT_33,MAT_34,MAT_35,MAT_36,MAT_37,MAT_38,MAT_39,MAT_40,MAT_41,MAT_42,MAT_43,MAT_44,MAT_45,MAT_46,MAT_47,MAT_48,MAT_49,MAT_50,MAT_51,MAT_52,MAT_53,MAT_54,MAT_55,MAT_56,MAT_57,MAT_58,MAT_59,MAT_60,MAT_61,MAT_62,MAT_63,MAT_64,MAT_65,MAT_66,MAT_67,MAT_68,MAT_69,MAT_70,MAT_71,MAT_72,MAT_73,MAT_74,MAT_75,MAT_76,MAT_77,MAT_78,MAT_79,MAT_80,MAT_81,MAT_82,MAT_83,MAT_84,MAT_85,MAT_86,MAT_87,MAT_88,MAT_89,MAT_90,MAT_91,MAT_92,MAT_93,MAT_94,MAT_95
0,2025-04-22 20:03:52.398,96,26,0,0,14,10,12,12,8,3,0,10,12,12,15,8,25,7,0,19,22,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,18,14,15,15,8,13,10,16,17,20,16,15,4,7,16,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
1,2025-04-22 20:03:52.408,96,26,0,0,14,10,12,12,8,3,0,10,12,12,15,8,25,7,0,19,22,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,18,14,15,15,8,13,10,16,17,20,16,15,4,7,16,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
2,2025-04-22 20:03:52.419,96,26,0,0,14,10,12,12,8,3,0,10,12,12,15,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,18,14,15,15,8,13,10,16,17,20,16,15,4,7,16,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
3,2025-04-22 20:03:52.429,96,26,0,0,14,10,12,12,8,3,0,10,12,12,15,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,18,14,15,15,8,13,10,16,17,20,16,15,4,7,16,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
4,2025-04-22 20:03:52.438,96,26,0,0,14,10,12,12,8,3,0,10,12,12,15,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,18,14,15,15,8,13,10,16,17,20,16,15,4,7,16,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
5,2025-04-22 20:03:52.450,96,26,0,0,14,10,12,12,8,3,0,10,12,12,15,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,18,14,15,15,8,13,10,16,17,20,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
6,2025-04-22 20:03:52.460,96,26,0,0,14,10,12,12,8,3,0,10,12,12,15,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,18,14,15,15,8,13,10,16,17,20,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
7,2025-04-22 20:03:52.470,96,26,0,0,14,10,12,12,8,3,0,10,12,12,15,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,18,14,15,15,8,13,10,16,17,20,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
8,2025-04-22 20:03:52.482,96,26,0,0,14,10,12,12,8,3,0,10,12,12,15,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,18,14,15,15,8,13,10,16,17,20,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
9,2025-04-22 20:03:52.502,96,26,0,0,14,10,12,12,8,3,0,10,12,12,15,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,18,14,15,15,8,13,10,16,17,20,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
10,2025-04-22 20:03:52.513,96,26,0,0,14,10,12,12,8,3,0,10,12,12,15,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,18,14,15,15,8,13,10,16,17,20,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
11,2025-04-22 20:03:52.523,96,26,0,0,14,10,12,12,8,3,0,10,12,12,15,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,18,14,15,15,8,13,10,16,17,20,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
12,2025-04-22 20:03:52.535,96,26,0,0,14,10,12,12,8,3,0,10,12,12,15,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,18,14,15,15,8,13,10,16,17,20,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
13,2025-04-22 20:03:52.546,96,26,0,0,14,10,12,12,8,3,0,10,12,12,15,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,18,14,15,15,8,13,10,16,17,19,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
14,2025-04-22 20:03:52.556,96,26,0,0,14,10,12,12,8,3,0,10,12,12,14,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,17,14,15,15,8,13,10,16,17,19,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
15,2025-04-22 20:03:52.566,96,26,0,0,14,10,12,12,8,3,0,10,12,12,14,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,17,14,15,15,8,13,10,16,17,19,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
16,2025-04-22 20:03:52.577,96,26,0,0,14,10,12,12,8,3,0,10,12,12,14,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,17,14,15,15,8,13,10,16,17,19,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
17,2025-04-22 20:03:52.588,96,26,0,0,14,10,12,12,8,3,0,10,12,12,14,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,17,14,15,15,8,13,10,16,17,19,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
18,2025-04-22 20:03:52.598,96,26,0,0,14,10,12,12,8,3,0,10,12,12,14,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,17,14,15,15,8,13,10,16,17,19,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
19,2025-04-22 20:03:52.609,96,26,0,0,14,10,12,12,8,3,0,10,12,12,14,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,17,14,15,15,8,13,10,16,17,19,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
20,2025-04-22 20:03:52.621,96,26,0,0,14,10,12,12,8,3,0,10,12,12,14,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,17,14,15,15,8,13,10,16,17,19,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
21,2025-04-22 20:03:52.631,96,26,0,0,14,10,12,12,8,3,0,10,12,12,14,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,17,14,15,15,8,13,10,16,17,19,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
22,2025-04-22 20:03:52.642,96,26,0,0,14,10,12,12,8,3,0,10,12,12,14,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,17,14,15,15,8,13,10,16,17,19,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
23,2025-04-22 20:03:52.663,96,26,0,0,14,10,12,12,8,3,0,10,12,12,14,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,17,14,15,15,8,13,10,16,17,19,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
24,2025-04-22 20:03:52.673,96,26,0,0,14,10,12,12,8,3,0,10,12,12,14,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,17,14,15,15,8,13,10,16,17,19,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
25,2025-04-22 20:03:52.683,96,26,0,0,14,10,12,12,8,3,0,10,12,12,14,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,17,14,15,15,8,13,10,16,17,19,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
26,2025-04-22 20:03:52.694,96,26,0,0,14,10,12,12,8,3,0,10,12,12,14,8,25,7,0,19,21,15,16,19,10,11,1,10,14,15,18,9,11,18,1,10,11,13,17,14,15,15,8,13,10,16,17,19,16,15,4,7,15,6,16,16,17,10,0,12,5,4,15,20,13,8,3,12,14,14,13,12,16,14,6,15,11,23,25,22,16,20,10,17,11,25,26,20,12,11,1,0,0,6,8,8,4,0,0
