



















































































































































































































































































































































































































































































































































































0,2025-04-22 19:53:18.362,96,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,9,5,0,0,0,3,0,0,12,15,4,3,3,1,1,0,16,15,7,3,0,1,0,0,31,12,13,5,5,2,0,0,17,23,5,4,4,1,0,0,18,5,1,5,1,0,0,0,12,9,6,3,1,1,3,0,1,3,6,6,7,3,0,0,0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0
1,2025-04-22 19:53:18.373,96,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,9,5,0,0,0,3,0,0,12,15,4,3,3,1,1,0,16,15,7,3,0,1,0,0,31,12,13,5,5,2,0,0,17,24,5,4,4,1,0,0,18,5,1,5,1,0,0,0,12,9,6,3,1,1,3,0,1,3,6,6,7,3,0,0,0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0
2,2025-04-22 19:53:18.383,96,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,9,5,0,0,0,3,0,0,12,15,4,3,3,1,1,0,16,15,7,3,1,1,0,0,31,12,13,5,5,2,0,0,17,24,5,4,4,1,0,0,18,5,0,5,1,0,0,0,12,9,6,3,1,1,3,0,1,3,6,6,7,3,0,0,0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0
3,2025-04-22 19:53:18.393,96,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,9,5,0,0,0,3,0,0,12,15,4,3,3,1,1,0,16,15,7,3,1,1,0,0,31,12,13,5,5,2,0,0,17,24,5,4,4,1,0,0,18,5,0,5,1,0,0,0,12,9,6,3,1,1,3,0,2,3,6,6,7,3,0,0,0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0
