SN,TIMESTAMP,PACKAGE_SIZE,MAX_VALUE,MIN_VALUE,MAT_0,MAT_1,MAT_2,MAT_3,MAT_4,MAT_5,MAT_6,MAT_7,MAT_8,MAT_9,MAT_10,MAT_11,MAT_12,MAT_13,MAT_14,MAT_15,MAT_16,MAT_17,MAT_18,MAT_19,MAT_20,MAT_21,MAT_22,MAT_23,MAT_24,MAT_25,MAT_26,MAT_27,MAT_28,MAT_29,MAT_30,MAT_31,MAT_32,MAT_33,MAT_34,MAT_35,MAT_36,MAT_37,MAT_38,MAT_39,MAT_40,MAT_41,MAT_42,MAT_43,MAT_44,MAT_45,MAT_46,MAT_47,MAT_48,MAT_49,MAT_50,MAT_51,MAT_52,MAT_53,MAT_54,MAT_55,MAT_56,MAT_57,MAT_58,MAT_59,MAT_60,MAT_61,MAT_62,MAT_63,MAT_64,MAT_65,MAT_66,MAT_67,MAT_68,MAT_69,MAT_70,MAT_71,MAT_72,MAT_73,MAT_74,MAT_75,MAT_76,MAT_77,MAT_78,MAT_79,MAT_80,MAT_81,MAT_82,MAT_83,MAT_84,MAT_85,MAT_86,MAT_87,MAT_88,MAT_89,MAT_90,MAT_91,MAT_92,MAT_93,MAT_94,MAT_95
0,2025-04-16 20:13:13.410,96,39,0,1,15,31,26,27,22,16,0,14,8,20,29,22,35,16,11,27,28,27,27,26,26,20,13,23,27,24,22,21,21,25,17,18,17,20,13,22,20,29,14,26,17,17,26,20,15,23,8,18,24,11,18,23,22,20,6,19,10,9,16,25,19,10,5,15,15,18,27,27,21,26,6,23,17,25,30,30,28,29,19,23,27,39,31,33,22,13,6,1,6,9,13,8,7,7,0
1,2025-04-16 20:13:13.431,96,39,0,1,15,31,26,27,22,16,0,14,8,20,29,22,35,16,11,27,28,27,27,26,26,20,13,23,27,24,22,21,21,25,17,18,17,20,13,22,20,29,14,26,17,17,26,20,15,23,8,18,24,11,18,23,22,20,6,19,10,9,16,25,19,10,5,15,15,18,27,27,21,26,6,23,17,25,30,30,28,29,19,23,27,39,31,33,22,13,6,1,6,9,13,8,7,7,0
2,2025-04-16 20:13:13.441,96,39,0,1,15,31,26,27,22,16,0,14,8,20,29,22,35,16,11,27,28,27,27,26,26,20,13,23,27,24,22,21,21,25,17,18,17,20,13,22,20,29,14,26,17,17,26,20,15,23,8,18,24,11,18,23,22,20,6,19,10,9,16,25,19,10,5,15,15,18,27,27,21,26,6,23,17,25,30,30,28,29,19,23,27,39,31,33,22,13,6,1,6,9,13,8,7,7,0
3,2025-04-16 20:13:13.451,96,39,0,1,15,31,26,27,22,16,0,14,8,20,29,22,35,16,11,27,28,27,27,26,26,20,13,23,27,24,22,21,21,25,17,18,17,20,13,22,20,29,14,26,17,17,26,20,15,23,8,18,24,11,18,23,22,20,6,19,10,9,16,25,19,10,5,15,15,18,27,27,21,26,6,23,17,25,30,30,28,29,19,23,27,39,31,33,22,13,6,1,6,9,13,8,7,7,0
4,2025-04-16 20:13:13.462,96,39,0,1,15,31,26,27,22,16,0,14,8,20,29,22,35,16,11,27,28,27,27,26,26,20,13,23,27,24,22,21,21,25,17,18,17,20,13,22,20,29,14,26,17,17,26,20,15,23,8,18,24,11,18,23,22,20,6,19,10,9,16,25,19,10,5,15,15,18,27,27,21,26,6,23,17,25,30,30,28,29,19,23,27,39,31,33,22,13,6,1,6,9,13,8,7,7,0
5,2025-04-16 20:13:13.473,96,39,0,1,15,31,26,27,22,16,0,14,8,20,29,22,35,16,11,27,28,27,27,26,26,20,13,23,27,24,22,21,21,25,17,18,17,20,13,22,20,29,14,26,17,17,26,20,15,23,8,18,24,11,18,23,22,20,6,19,10,9,16,25,19,10,5,15,15,18,27,27,21,26,6,23,17,25,30,30,28,29,19,23,27,39,31,33,22,13,6,1,6,9,13,8,7,7,0
6,2025-04-16 20:13:13.484,96,39,0,1,15,31,26,27,22,16,0,14,8,20,29,22,35,16,11,27,28,27,27,26,26,20,13,23,27,24,22,21,21,25,17,18,17,20,13,22,20,29,14,26,17,17,26,20,15,23,8,18,24,11,18,23,22,20,6,19,10,9,16,25,19,10,5,15,15,18,27,27,21,26,6,23,17,25,30,30,28,29,19,23,27,39,31,33,22,13,6,1,6,9,13,8,7,7,0
7,2025-04-16 20:13:13.494,96,39,0,1,15,31,26,27,22,16,0,14,8,20,29,22,35,16,11,27,28,27,27,26,26,20,13,23,27,24,22,21,21,25,17,18,17,20,13,22,20,29,14,26,17,17,26,20,15,23,8,18,24,11,18,23,22,20,6,19,10,9,16,25,19,10,5,15,15,18,27,27,21,26,6,23,17,25,30,30,28,29,19,23,27,39,31,33,22,13,6,1,6,9,13,8,7,7,0
8,2025-04-16 20:13:13.505,96,39,0,1,15,31,26,27,22,16,0,14,8,20,29,22,35,16,11,27,28,27,27,26,26,20,13,23,27,24,22,21,21,25,17,18,17,20,13,22,20,29,14,26,17,17,26,20,15,23,8,18,24,11,18,23,22,20,6,19,10,9,16,25,19,10,5,15,15,18,27,27,21,26,6,23,17,25,30,30,28,29,19,23,27,39,31,33,22,13,6,1,6,9,13,8,7,7,0
9,2025-04-16 20:13:13.516,96,39,0,1,15,31,26,27,22,16,0,14,8,20,29,22,35,16,11,27,28,27,27,26,26,20,13,23,27,24,22,21,21,25,17,18,17,20,13,22,20,29,14,26,17,17,26,20,15,23,8,18,24,11,18,23,22,20,6,19,10,9,16,25,19,10,5,15,15,18,27,27,21,26,6,23,17,25,30,30,28,29,19,23,27,39,31,33,22,13,6,1,6,9,13,8,7,7,0
