SN,TIMESTAMP,PACKAGE_SIZE,MAX_VALUE,MIN_VALUE,MAT_0,MAT_1,MAT_2,MAT_3,MAT_4,MAT_5,MAT_6,MAT_7,MAT_8,MAT_9,MAT_10,MAT_11,MAT_12,MAT_13,MAT_14,MAT_15,MAT_16,MAT_17,MAT_18,MAT_19,MAT_20,MAT_21,MAT_22,MAT_23,MAT_24,MAT_25,MAT_26,MAT_27,MAT_28,MAT_29,MAT_30,MAT_31,MAT_32,MAT_33,MAT_34,MAT_35,MAT_36,MAT_37,MAT_38,MAT_39,MAT_40,MAT_41,MAT_42,MAT_43,MAT_44,MAT_45,MAT_46,MAT_47,MAT_48,MAT_49,MAT_50,MAT_51,MAT_52,MAT_53,MAT_54,MAT_55,MAT_56,MAT_57,MAT_58,MAT_59,MAT_60,MAT_61,MAT_62,MAT_63,MAT_64,MAT_65,MAT_66,MAT_67,MAT_68,MAT_69,MAT_70,MAT_71,MAT_72,MAT_73,MAT_74,MAT_75,MAT_76,MAT_77,MAT_78,MAT_79,MAT_80,MAT_81,MAT_82,MAT_83,MAT_84,MAT_85,MAT_86,MAT_87,MAT_88,MAT_89,MAT_90,MAT_91,MAT_92,MAT_93,MAT_94,MAT_95
0,2025-04-29 20:23:05.699,96,44,0,0,1,6,11,18,23,15,1,0,21,13,18,22,28,44,11,4,12,26,16,25,21,29,1,5,19,16,20,24,30,40,9,6,19,27,24,20,26,36,5,8,23,15,20,18,29,33,0,7,16,9,9,12,21,29,1,6,10,14,8,15,27,21,0,8,18,12,13,16,24,16,0,2,4,6,17,10,16,14,1,1,15,16,12,22,19,9,0,0,4,5,1,2,1,0,0
1,2025-04-29 20:23:05.711,96,44,0,0,1,6,12,18,23,15,1,0,21,13,18,22,28,44,11,4,12,26,16,25,21,29,1,5,19,17,20,24,30,40,9,6,19,27,24,20,26,36,5,8,23,15,20,18,29,33,0,7,16,9,9,12,21,29,1,6,10,14,8,15,27,21,1,9,18,12,13,16,24,16,0,2,4,6,17,10,16,14,1,1,15,16,12,22,19,9,0,0,4,5,1,2,1,0,0
2,2025-04-29 20:23:05.731,96,44,0,0,1,6,12,19,23,15,1,0,21,13,18,22,29,44,11,4,12,26,16,25,21,29,1,5,19,17,20,24,30,40,9,6,19,27,24,20,26,36,5,8,23,15,20,19,29,33,0,7,16,9,9,12,21,29,1,6,10,14,8,16,27,21,1,10,18,12,13,16,24,16,0,2,4,6,17,10,16,14,1,1,15,16,12,23,20,9,0,0,4,5,1,2,1,0,0
3,2025-04-29 20:23:05.742,96,44,0,0,1,6,12,19,23,15,1,0,21,13,18,22,29,44,11,4,12,26,16,25,21,30,1,5,19,17,20,24,30,40,9,6,19,27,24,20,26,36,5,8,23,15,20,19,29,33,0,7,16,9,9,12,21,29,1,6,10,14,8,16,27,21,1,10,18,12,13,16,24,16,0,2,4,6,17,10,16,14,1,1,15,16,13,23,20,9,0,0,4,5,1,2,1,0,0
4,2025-04-29 20:23:05.754,96,44,0,0,1,6,12,19,23,15,1,0,21,13,18,22,29,44,11,4,12,26,16,25,21,30,1,5,19,17,20,24,30,40,9,6,19,27,25,20,26,36,5,8,23,15,20,19,29,33,0,7,16,9,9,12,21,29,1,7,10,14,8,16,27,22,1,11,18,12,13,16,24,17,0,3,4,6,17,10,16,14,1,1,15,16,13,23,20,9,0,0,4,5,1,2,1,0,0
5,2025-04-29 20:23:05.763,96,44,0,0,1,6,12,19,23,15,1,0,21,13,18,22,29,44,11,4,12,26,16,25,21,30,1,5,19,17,20,24,30,40,9,6,19,27,25,20,26,36,5,8,23,15,20,19,29,33,0,7,16,9,9,12,21,29,1,7,10,15,8,16,27,22,1,11,18,12,13,16,24,17,0,3,4,6,17,10,16,14,1,1,15,16,13,23,20,9,0,0,4,5,1,2,1,0,0
6,2025-04-29 20:23:05.774,96,44,0,0,1,6,13,19,23,15,1,0,21,13,18,22,29,44,11,4,12,26,16,25,21,30,1,5,19,17,20,24,30,40,10,6,19,27,25,20,26,36,5,8,23,16,20,19,29,33,0,7,17,9,9,12,22,29,1,7,10,15,9,16,27,22,1,11,18,12,13,16,24,17,0,3,4,6,17,10,17,14,1,1,15,16,13,23,20,9,0,0,4,5,1,2,1,0,0
7,2025-04-29 20:23:05.786,96,44,0,0,1,6,13,19,23,15,1,1,21,14,18,22,29,44,11,4,12,26,16,25,21,30,1,5,19,17,20,24,30,40,10,6,19,27,25,20,26,36,5,8,23,16,20,19,29,33,0,7,17,9,9,12,22,29,1,8,10,15,9,16,27,22,1,11,18,12,13,16,24,17,0,3,4,6,17,10,17,14,1,1,15,16,13,23,20,9,0,0,4,5,1,2,1,0,0
8,2025-04-29 20:23:05.795,96,44,0,0,1,6,13,19,23,15,1,1,21,14,18,22,29,44,11,4,12,26,16,25,21,30,1,5,19,17,20,24,30,40,10,6,19,27,25,20,26,36,5,8,23,16,20,19,29,33,0,7,17,9,9,12,22,29,1,8,11,15,9,16,27,22,1,11,18,13,13,16,24,17,0,4,4,6,17,10,17,14,1,1,16,16,14,23,21,9,0,0,4,5,1,2,1,0,0
9,2025-04-29 20:23:05.805,96,44,0,0,1,6,13,19,23,15,1,1,21,14,18,22,29,44,11,4,12,26,16,25,21,31,1,5,19,17,20,24,30,40,10,6,19,28,25,20,26,36,5,8,23,16,20,19,29,33,0,7,17,9,9,12,22,29,1,8,11,15,9,16,27,22,1,11,18,13,13,16,24,17,0,4,4,6,17,10,17,14,1,1,16,16,14,23,21,9,0,0,4,5,1,2,1,0,0
