SN,TIMESTAMP,PACKAGE_SIZE,MAX_VALUE,MIN_VALUE,MAT_0,MAT_1,MAT_2,MAT_3,MAT_4,MAT_5,MAT_6,MAT_7,MAT_8,MAT_9,MAT_10,MAT_11,MAT_12,MAT_13,MAT_14,MAT_15,MAT_16,MAT_17,MAT_18,MAT_19,MAT_20,MAT_21,MAT_22,MAT_23,MAT_24,MAT_25,MAT_26,MAT_27,MAT_28,MAT_29,MAT_30,MAT_31,MAT_32,MAT_33,MAT_34,MAT_35,MAT_36,MAT_37,MAT_38,MAT_39,MAT_40,MAT_41,MAT_42,MAT_43,MAT_44,MAT_45,MAT_46,MAT_47,MAT_48,MAT_49,MAT_50,MAT_51,MAT_52,MAT_53,MAT_54,MAT_55,MAT_56,MAT_57,MAT_58,MAT_59,MAT_60,MAT_61,MAT_62,MAT_63,MAT_64,MAT_65,MAT_66,MAT_67,MAT_68,MAT_69,MAT_70,MAT_71,MAT_72,MAT_73,MAT_74,MAT_75,MAT_76,MAT_77,MAT_78,MAT_79,MAT_80,MAT_81,MAT_82,MAT_83,MAT_84,MAT_85,MAT_86,MAT_87,MAT_88,MAT_89,MAT_90,MAT_91,MAT_92,MAT_93,MAT_94,MAT_95
0,2025-04-29 20:18:22.969,96,31,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,31,5,8,4,4,5,19,18,19,0,10,11,9,7,19,20,25,0,6,13,16,14,16,23,23,0,8,11,15,14,18,26,17,0,7,16,13,10,11,6,7,0,1,4,14,5,5,9,1,0,1,10,10,5,3,4,3,0,1,5,8,6,6,3,7,0,0,11,7,1,1,8,3,0,0,0,0,0,0,0,0,0
1,2025-04-29 20:18:22.976,96,31,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,31,5,8,4,4,5,19,18,19,0,10,11,9,7,19,20,25,0,6,13,16,14,16,23,23,0,8,11,15,14,18,26,17,0,7,16,13,10,11,6,7,0,1,4,14,5,5,9,1,0,1,10,10,5,3,4,3,0,1,5,8,6,6,3,7,0,0,11,7,1,1,8,3,0,0,0,0,0,0,0,0,0
2,2025-04-29 20:18:22.987,96,31,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,31,5,8,4,4,5,19,18,19,0,10,11,9,7,19,20,25,0,6,13,16,14,16,23,23,0,8,11,15,14,18,26,17,0,7,16,13,10,11,6,8,0,1,4,14,5,5,9,1,0,1,10,10,5,3,4,3,0,1,5,8,6,6,3,8,0,0,11,7,1,1,8,3,0,0,0,0,0,0,0,0,0
3,2025-04-29 20:18:22.997,96,31,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,31,5,8,4,4,5,19,18,19,0,10,11,9,7,19,20,25,0,6,13,16,14,16,23,23,0,8,11,15,14,18,26,17,0,7,16,13,10,11,6,8,0,1,4,14,5,5,9,1,0,1,10,10,5,3,4,3,0,1,5,8,6,6,3,9,0,0,11,7,1,1,8,3,0,0,0,0,0,0,0,0,0
4,2025-04-29 20:18:23.008,96,31,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,31,5,8,4,4,5,19,18,19,0,10,11,9,7,19,20,25,0,6,13,16,14,16,23,23,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,8,0,1,4,14,5,5,9,1,0,1,10,10,5,3,4,3,0,1,5,8,6,6,4,9,0,0,11,7,1,1,8,3,0,0,0,0,0,0,0,0,0
5,2025-04-29 20:18:23.028,96,31,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,31,5,8,4,4,5,19,18,19,0,10,11,9,7,19,20,25,0,6,13,16,14,16,23,23,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,8,0,1,4,14,5,5,9,1,0,1,10,10,5,3,4,3,0,1,5,8,6,6,4,9,0,0,11,7,1,1,8,3,0,0,0,0,0,0,0,0,0
6,2025-04-29 20:18:23.039,96,31,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,31,5,8,4,4,5,19,18,19,0,10,11,9,7,19,20,25,0,6,13,16,14,16,23,23,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,8,0,1,4,14,5,5,9,1,0,1,10,10,5,3,4,4,0,1,5,8,6,6,4,9,0,0,11,7,1,1,8,3,0,0,0,0,0,0,0,0,0
7,2025-04-29 20:18:23.050,96,31,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,31,5,8,4,4,5,19,18,19,0,10,11,9,7,19,20,25,0,6,13,16,14,16,23,23,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,8,0,1,4,14,5,5,9,1,0,1,10,10,5,3,4,4,0,1,5,8,6,6,4,9,0,0,11,7,1,1,8,3,0,0,0,0,0,0,0,0,0
8,2025-04-29 20:18:23.060,96,31,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,31,5,8,4,4,5,19,18,19,0,10,11,9,7,19,20,25,0,6,13,16,14,16,23,23,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,9,0,1,4,14,5,5,9,1,0,1,10,10,5,3,4,4,0,1,5,8,6,6,4,9,0,0,11,7,1,1,8,3,0,0,0,0,0,0,0,0,0
9,2025-04-29 20:18:23.070,96,31,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,31,5,8,4,4,5,19,18,19,0,10,11,9,7,19,20,25,0,6,13,16,14,16,23,23,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,9,0,1,4,14,5,5,9,1,0,1,10,10,5,3,4,4,0,1,5,8,6,6,4,9,0,0,11,7,1,1,8,3,0,0,0,0,0,0,0,0,0
10,2025-04-29 20:18:23.080,96,31,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,31,5,8,4,4,5,19,18,19,0,10,11,9,7,19,20,25,0,6,13,16,14,16,23,23,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,5,3,4,4,0,1,5,8,6,6,4,9,0,0,11,7,1,1,8,3,0,0,0,0,0,0,0,0,0
11,2025-04-29 20:18:23.091,96,31,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,31,5,8,4,4,5,19,18,19,0,10,11,9,7,19,20,25,0,6,13,16,14,16,23,24,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,5,3,4,4,0,1,5,8,6,6,4,9,0,0,11,7,1,1,8,4,0,0,0,0,0,0,0,0,0
12,2025-04-29 20:18:23.102,96,31,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,31,5,8,4,4,5,19,18,19,0,10,11,9,7,19,20,25,0,6,13,16,14,16,23,24,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,5,3,4,4,0,1,5,8,6,6,4,9,0,0,11,7,1,1,8,4,0,0,0,0,0,0,0,0,0
13,2025-04-29 20:18:23.112,96,31,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,31,5,8,4,4,5,19,18,19,0,10,11,9,7,19,20,25,0,6,13,16,14,16,23,24,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,5,3,4,4,0,1,5,8,6,6,4,9,0,0,11,7,1,1,8,4,0,0,0,0,0,0,0,0,0
14,2025-04-29 20:18:23.122,96,31,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,31,5,8,4,4,5,19,18,19,0,10,11,9,7,19,20,25,0,6,13,16,14,16,23,24,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,5,3,4,4,0,1,5,8,6,6,4,9,0,0,11,7,1,1,8,4,0,0,0,0,0,0,0,0,0
15,2025-04-29 20:18:23.132,96,31,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,31,5,8,4,4,5,19,18,19,0,10,11,9,7,19,20,25,0,6,13,16,14,16,23,24,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,5,3,4,4,0,1,5,8,6,6,4,9,0,0,11,7,1,1,8,4,0,0,0,0,0,0,0,0,0
16,2025-04-29 20:18:23.153,96,31,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,31,5,8,4,4,5,19,18,19,0,10,11,9,7,19,21,25,0,6,13,16,14,16,24,24,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,5,3,4,4,0,1,5,8,6,6,4,9,0,0,11,7,1,1,8,4,0,0,0,0,0,0,0,0,0
17,2025-04-29 20:18:23.164,96,31,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,31,5,8,4,4,5,19,18,19,0,10,11,9,7,19,21,25,0,6,13,16,14,16,24,24,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,5,3,4,4,0,1,5,8,6,6,4,9,0,0,11,7,1,1,8,4,0,0,0,0,0,0,0,0,0
18,2025-04-29 20:18:23.174,96,31,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,31,5,8,4,4,5,19,18,19,0,10,11,9,7,19,21,25,0,6,13,16,14,16,24,24,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,5,3,4,4,0,1,5,8,6,6,4,9,0,0,11,7,1,1,8,4,0,0,0,0,0,0,0,0,0
19,2025-04-29 20:18:23.184,96,31,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,31,5,8,4,4,5,19,18,19,0,10,11,9,7,19,21,25,0,6,13,16,14,16,24,24,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,5,3,4,4,0,1,5,8,6,6,4,9,0,0,11,7,1,1,8,4,0,0,0,0,0,0,0,0,0
20,2025-04-29 20:18:23.194,96,31,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,31,5,8,4,4,5,19,18,19,0,10,11,9,7,19,21,25,0,6,13,16,14,16,24,24,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,5,3,4,4,0,1,5,8,6,6,4,9,0,0,11,7,1,1,8,4,0,0,0,0,0,0,0,0,0
21,2025-04-29 20:18:23.205,96,32,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,32,5,8,4,4,5,19,18,19,0,10,11,9,7,19,21,25,0,6,13,16,14,16,24,24,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,5,3,4,4,0,1,5,8,6,6,4,9,0,0,11,7,1,1,8,4,0,0,0,0,0,0,0,0,0
22,2025-04-29 20:18:23.216,96,32,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,32,5,8,4,4,5,19,18,19,0,10,11,9,7,19,21,25,0,6,13,16,14,16,24,24,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,5,3,4,4,0,1,5,8,6,6,4,9,0,0,11,7,1,1,8,4,0,0,0,0,0,0,0,0,0
23,2025-04-29 20:18:23.226,96,32,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,32,5,8,4,4,5,19,18,19,0,10,11,9,7,19,21,25,0,6,13,16,14,16,24,24,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,5,3,4,4,0,0,5,8,6,6,4,9,0,0,11,7,2,1,8,4,0,0,0,0,0,0,0,0,0
24,2025-04-29 20:18:23.237,96,32,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,32,5,8,4,4,5,19,18,19,0,10,11,9,7,19,21,25,0,6,13,16,14,16,24,24,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,5,3,4,4,0,0,5,8,6,6,4,9,0,0,11,7,2,1,8,4,0,0,0,0,0,0,0,0,0
25,2025-04-29 20:18:23.248,96,32,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,32,5,8,4,4,5,19,18,19,0,10,11,9,7,19,21,25,0,6,13,16,14,16,24,24,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,5,3,4,4,0,0,5,8,6,6,4,9,0,0,11,7,2,1,8,4,0,0,0,0,0,0,0,0,0
26,2025-04-29 20:18:23.259,96,32,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,32,5,8,4,4,5,19,18,19,0,10,11,9,7,19,21,25,0,6,13,16,14,16,24,24,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,5,3,4,4,0,0,5,8,6,6,4,9,0,0,11,7,2,1,8,4,0,0,0,0,0,0,0,0,0
27,2025-04-29 20:18:23.270,96,32,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,32,5,8,4,4,5,19,18,19,0,10,11,9,7,19,21,25,0,6,13,16,14,16,24,24,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,6,3,4,4,0,0,5,8,6,6,4,9,0,0,11,7,2,1,8,4,0,0,0,0,0,0,0,0,0
28,2025-04-29 20:18:23.281,96,32,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,32,5,8,4,4,5,19,18,19,0,10,11,10,7,19,21,25,0,6,13,16,14,16,24,24,0,8,11,15,14,18,26,18,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,6,3,4,4,0,1,5,8,6,6,4,9,0,0,11,7,2,1,8,4,0,0,0,0,0,0,0,0,0
29,2025-04-29 20:18:23.302,96,32,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,32,5,8,4,4,5,19,18,19,0,10,11,10,7,19,21,25,0,6,13,16,14,16,24,24,0,8,11,15,14,18,26,19,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,6,3,4,4,0,1,5,8,6,6,4,9,0,0,11,7,2,1,8,5,0,0,0,0,0,0,0,0,0
30,2025-04-29 20:18:23.313,96,32,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,32,5,8,4,4,5,19,18,19,0,10,11,10,7,19,21,25,0,6,13,16,14,16,24,24,0,8,11,15,14,18,26,19,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,6,3,4,4,0,1,5,8,6,6,4,9,0,0,11,7,2,1,8,5,0,0,0,0,0,0,0,0,0
31,2025-04-29 20:18:23.323,96,32,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,32,5,8,4,4,5,19,18,19,0,10,11,10,7,19,21,25,0,6,13,16,14,16,24,24,0,8,11,15,14,18,26,19,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,6,3,4,4,0,1,5,8,6,6,4,9,0,0,11,7,2,1,8,5,0,0,0,0,0,0,0,0,0
32,2025-04-29 20:18:23.333,96,32,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,32,5,8,4,4,5,19,18,19,0,10,11,10,7,19,21,25,0,6,13,16,14,16,24,24,0,8,11,15,14,18,26,19,0,7,16,13,10,11,6,9,0,1,4,14,5,5,10,1,0,1,10,10,6,3,5,4,0,1,5,8,6,6,4,9,0,0,11,7,2,1,8,5,0,0,0,0,0,0,0,0,0
33,2025-04-29 20:18:23.344,96,32,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,32,5,8,4,4,5,19,18,19,0,10,11,10,7,19,21,25,0,6,13,16,14,16,24,24,0,8,11,15,14,18,27,19,0,7,16,13,10,11,6,9,0,1,4,14,5,6,10,1,0,1,10,10,6,3,5,4,0,1,5,8,6,6,4,9,0,0,11,8,2,1,8,5,0,0,0,0,0,0,0,0,0
34,2025-04-29 20:18:23.354,96,32,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,32,5,8,4,4,5,19,18,20,0,10,11,10,7,19,21,25,0,6,13,16,14,16,24,24,0,8,11,15,14,18,27,19,0,7,16,13,10,11,6,9,0,1,4,14,5,6,11,1,0,1,10,10,6,3,5,5,0,0,5,8,6,6,4,9,0,0,11,8,2,1,8,5,0,0,0,0,0,0,0,0,0
35,2025-04-29 20:18:23.364,96,32,0,0,0,0,1,5,10,1,0,1,11,9,6,11,22,32,5,8,4,4,5,19,18,20,0,10,11,10,7,19,21,25,0,6,13,16,14,17,24,24,0,8,11,15,14,18,27,19,0,7,16,13,10,11,6,9,0,1,4,14,5,6,11,1,0,1,10,10,6,3,5,5,0,0,5,8,6,6,4,9,0,0,11,8,2,1,8,5,0,0,0,0,0,0,0,0,0
